1868	7.500000e-005	
1869	1.000000e-004	
1870	1.000000e-004	
1871	1.750000e-004	
1872	1.750000e-004	
1873	1.500000e-004	
1874	2.250000e-004	
1875	2.750000e-004	
1876	1.750000e-004	
1877	1.750000e-004	
1878	5.000000e-005	
1879	2.500000e-005	
1880	5.000000e-005	
1881	5.000000e-005	
1882	1.250000e-004	
1883	1.500000e-004	
1884	1.250000e-004	
1885	1.250000e-004	
1886	1.000000e-004	
1887	5.000000e-005	
1888	7.500000e-005	
1889	5.000000e-005	
1890	5.000000e-005	
1891	0	
1892	0	
1893	0	
1894	0	
1895	0	
1896	0	
1897	0	
1898	0	
1899	0	
1900	0	
1901	0	
1902	0	
1903	0	
1904	0	
1905	0	
1906	0	
1907	0	
1908	0	
1909	0	
1910	0	
1911	0	
1912	0	
1913	0	
1914	0	
1915	0	
1916	0	
1917	0	
1918	0	
1919	0	
1920	0	
1921	0	
1922	0	
1923	0	
1924	0	
1925	0	
1926	0	
1927	0	
1928	0	
1929	0	
1930	0	
1931	0	
1932	0	
1933	0	
1934	0	
1935	0	
1936	0	
1937	0	
1938	0	
1939	0	
1940	0	
1941	0	
1942	0	
1943	0	
1944	0	
1945	0	
1946	0	
1947	0	
1948	0	
1949	0	
1950	0	
1951	0	
1952	2.500000e-005	
1953	0	
1954	0	
1955	0	
1956	0	
1957	0	
1958	0	
1959	0	
1960	0	
1961	0	
1962	0	
1963	0	
1964	0	
1965	0	
1966	0	
1967	0	
1968	0	
1969	0	
1970	0	
1971	2.500000e-005	
1972	1.000000e-004	
1973	5.000000e-005	
1974	0	
1975	0	
1976	0	
1977	0	
1978	0	
1979	0	
1980	0	
1981	0	
1982	0	
1983	0	
1984	0	
1985	0	
1986	0	
1987	0	
1988	0	
1989	0	
1990	0	
1991	0	
1992	0	
1993	0	
1994	0	
1995	0	
1996	0	
1997	0	
1998	0	
1999	0	
2000	0	
2001	0	
2002	0	
2003	0	
2004	0	
2005	0	
2006	0	
2007	0	
2008	0	
2009	0	
2010	0	
2011	0	
2012	0	
2013	0	
2014	0	
2015	0	
2016	0	
2017	0	
2018	0	
2019	0	
2020	0	
2021	0	
2022	0	
2023	0	
2024	0	
2025	0	
2026	0	
2027	0	
2028	0	
2029	0	
2030	0	
2031	0	
2032	0	
2033	0	
2034	0	
2035	0	
2036	0	
2037	0	
2038	0	
2039	0	
2040	0	
2041	0	
2042	0	
2043	0	
2044	0	
2045	0	
2046	0	
2047	0	
2048	0	
2049	0	
2050	0	
2051	0	
2052	0	
2053	0	
2054	0	
2055	0	
2056	0	
2057	0	
2058	0	
2059	0	
2060	0	
2061	0	
2062	0	
2063	0	
2064	0	
2065	0	
2066	0	
2067	0	
2068	0	
2069	0	
2070	0	
2071	0	
2072	0	
2073	0	
2074	0	
2075	0	
2076	0	
2077	0	
2078	0	
2079	0	
2080	0	
2081	0	
2082	0	
2083	0	
2084	0	
2085	0	
2086	0	
2087	0	
2088	0	
2089	0	
2090	0	
2091	0	
2092	0	
2093	0	
2094	0	
2095	0	
2096	0	
2097	0	
2098	0	
2099	0	
2100	0	
2101	0	
2102	0	
2103	0	
2104	0	
2105	0	
2106	0	
2107	0	
2108	0	
2109	0	
2110	0	
2111	0	
2112	0	
2113	0	
2114	0	
2115	0	
2116	0	
2117	0	
2118	0	
2119	0	
2120	0	
2121	0	
2122	0	
2123	0	
2124	0	
2125	0	
2126	0	
2127	0	
2128	0	
2129	0	
2130	0	
2131	0	
2132	0	
2133	0	
2134	0	
2135	0	
2136	0	
2137	0	
2138	0	
2139	0	
2140	0	
2141	0	
2142	0	
2143	0	
2144	0	
2145	0	
2146	0	
2147	0	
2148	0	
2149	0	
2150	0	
2151	0	
2152	0	
2153	0	
2154	0	
2155	0	
2156	0	
2157	0	
2158	0	
2159	0	
2160	0	
2161	0	
2162	0	
2163	0	
2164	0	
2165	0	
2166	0	
2167	0	
2168	0	
2169	0	
2170	0	
2171	0	
2172	0	
2173	0	
2174	0	
2175	0	
2176	0	
2177	0	
2178	0	
2179	0	
2180	0	
2181	0	
2182	0	
2183	0	
2184	0	
2185	0	
2186	0	
2187	0	
2188	0	
2189	0	
2190	0	
2191	0	
2192	0	
2193	0	
2194	0	
2195	0	
2196	0	
2197	0	
2198	0	
2199	0	
2200	0	
2201	0	
2202	0	
2203	0	
2204	0	
2205	0	
2206	0	
2207	0	
2208	0	
2209	0	
2210	0	
2211	0	
2212	0	
2213	0	
2214	0	
2215	0	
2216	0	
2217	0	
2218	0	
2219	0	
2220	0	
2221	0	
2222	0	
2223	0	
2224	0	
2225	0	
2226	0	
2227	0	
2228	0	
2229	0	
2230	0	
2231	0	
2232	0	
2233	0	
2234	0	
2235	0	
2236	0	
2237	0	
2238	0	
2239	0	
2240	0	
2241	0	
2242	0	
2243	0	
2244	0	
2245	0	
2246	0	
2247	0	
2248	0	
2249	0	
2250	0	
2251	0	
2252	0	
2253	0	
2254	0	
2255	0	
2256	0	
2257	0	
2258	0	
2259	0	
2260	0	
2261	0	
2262	0	
2263	0	
2264	0	
2265	0	
2266	0	
2267	0	
2268	0	
2269	0	
2270	0	
2271	0	
2272	0	
2273	0	
2274	0	
2275	0	
2276	0	
2277	0	
2278	0	
2279	0	
2280	0	
2281	0	
2282	0	
2283	0	
2284	0	
2285	0	
2286	0	
2287	0	
2288	0	
2289	0	
2290	0	
2291	0	
2292	0	
2293	0	
2294	0	
2295	0	
2296	0	
2297	0	
2298	0	
2299	0	
2300	0	
2301	0	
2302	0	
2303	0	
2304	0	
2305	0	
2306	0	
2307	2.500000e-005	
2308	1.000000e-004	
2309	1.500000e-004	
2310	1.750000e-004	
2311	2.500000e-004	
2312	3.500000e-004	
2313	5.000000e-004	
2314	5.500000e-004	
2315	6.250000e-004	
2316	9.500000e-004	
2317	1.000000e-003	
2318	1.000000e-003	
2319	8.500000e-004	
2320	9.750000e-004	
2321	1.325000e-003	
2322	1.400000e-003	
2323	1.450000e-003	
2324	1.675000e-003	
2325	1.475000e-003	
2326	1.450000e-003	
2327	1.450000e-003	
2328	1.300000e-003	
2329	1.650000e-003	
2330	2.375000e-003	
2331	2.100000e-003	
2332	2.500000e-003	
2333	2.525000e-003	
2334	2.825000e-003	
2335	3.175000e-003	
2336	3.325000e-003	
2337	3.925000e-003	
2338	4.200000e-003	
2339	4.100000e-003	
2340	4.675000e-003	
2341	5.000000e-003	
2342	5.775000e-003	
2343	5.850000e-003	
2344	5.900000e-003	
2345	6.450000e-003	
2346	6.150000e-003	
2347	6.325000e-003	
2348	6.500000e-003	
2349	6.450000e-003	
2350	7.125000e-003	
2351	7.325000e-003	
2352	6.925000e-003	
2353	7.025000e-003	
2354	7.750000e-003	
2355	7.550000e-003	
2356	8.225000e-003	
2357	9.000000e-003	
2358	8.875000e-003	
2359	9.150000e-003	
2360	9.725000e-003	
2361	8.950000e-003	
2362	8.625000e-003	
2363	8.600000e-003	
2364	8.375000e-003	
2365	8.125000e-003	
2366	8.050000e-003	
2367	8.700000e-003	
2368	8.650000e-003	
2369	9.000000e-003	
2370	8.325000e-003	
2371	8.650000e-003	
2372	8.975000e-003	
2373	8.850000e-003	
2374	8.925000e-003	
2375	1.000000e-002	
2376	9.725000e-003	
2377	9.550000e-003	
2378	9.450000e-003	
2379	8.775000e-003	
2380	8.600000e-003	
2381	9.125000e-003	
2382	9.300000e-003	
2383	8.375000e-003	
2384	8.850000e-003	
2385	7.825000e-003	
2386	8.650000e-003	
2387	8.500000e-003	
2388	8.275000e-003	
2389	7.825000e-003	
2390	6.750000e-003	
2391	6.875000e-003	
2392	7.500000e-003	
2393	6.975000e-003	
2394	7.225000e-003	
2395	7.275000e-003	
2396	7.425000e-003	
2397	7.375000e-003	
2398	7.850000e-003	
2399	7.150000e-003	
2400	6.750000e-003	
2401	5.850000e-003	
2402	5.925000e-003	
2403	5.250000e-003	
2404	4.675000e-003	
2405	4.800000e-003	
2406	3.950000e-003	
2407	4.025000e-003	
2408	3.800000e-003	
2409	3.675000e-003	
2410	2.925000e-003	
2411	2.450000e-003	
2412	2.250000e-003	
2413	2.000000e-003	
2414	1.300000e-003	
2415	9.750000e-004	
2416	6.750000e-004	
2417	3.000000e-004	
2418	2.250000e-004	
2419	1.750000e-004	
2420	5.000000e-005	
2421	2.500000e-005	
2422	0	
2423	0	
2424	0	
2425	0	
2426	0	
2427	0	
2428	0	
2429	0	
2430	0	
2431	0	
2432	0	
2433	0	
2434	0	
2435	0	
2436	0	
2437	0	
2438	0	
2439	0	
2440	0	
2441	0	
2442	2.500000e-005	
2443	0	
2444	0	
2445	0	
2446	0	
2447	0	
2448	0	
2449	0	
2450	0	
2451	0	
2452	0	
2453	0	
2454	0	
2455	0	
2456	0	
2457	0	
2458	0	
2459	0	
2460	0	
2461	0	
2462	0	
2463	0	
2464	0	
2465	0	
2466	0	
2467	0	
2468	0	
2469	0	
2470	0	
2471	0	
2472	0	
2473	0	
2474	0	
2475	0	
2476	0	
2477	0	
2478	0	
2479	0	
2480	0	
2481	0	
2482	0	
2483	0	
2484	0	
2485	0	
2486	0	
2487	0	
2488	0	
2489	0	
2490	0	
2491	0	
2492	0	
2493	0	
2494	0	
2495	0	
2496	0	
2497	0	
2498	0	
2499	0	
2500	0	
2501	0	
2502	0	
2503	0	
2504	0	
2505	0	
2506	0	
2507	0	
2508	0	
2509	0	
2510	0	
2511	0	
2512	0	
2513	0	
2514	0	
2515	0	
2516	0	
2517	0	
2518	0	
2519	0	
2520	0	
2521	0	
2522	0	
2523	0	
2524	0	
2525	0	
2526	0	
2527	0	
2528	0	
2529	0	
2530	0	
2531	0	
2532	0	
2533	0	
2534	0	
2535	0	
2536	0	
2537	0	
2538	0	
2539	0	
2540	0	
2541	0	
2542	0	
2543	0	
2544	0	
2545	0	
2546	0	
2547	0	
2548	0	
2549	0	
2550	0	
2551	0	
2552	0	
2553	0	
2554	0	
2555	0	
2556	0	
2557	0	
2558	0	
2559	0	
2560	0	
2561	0	
2562	0	
2563	0	
2564	0	
2565	0	
2566	0	
2567	0	
2568	0	
2569	0	
2570	0	
2571	0	
2572	0	
2573	0	
2574	0	
2575	0	
2576	0	
2577	0	
2578	0	
2579	0	
2580	0	
2581	0	
2582	0	
2583	0	
2584	0	
2585	0	
2586	0	
2587	0	
2588	0	
2589	0	
2590	0	
2591	0	
2592	0	
2593	0	
2594	0	
2595	0	
2596	0	
2597	0	
2598	0	
2599	0	
2600	0	
2601	0	
2602	0	
2603	0	
2604	0	
2605	0	
2606	0	
2607	0	
2608	0	
2609	0	
2610	0	
2611	0	
2612	0	
2613	0	
2614	0	
2615	0	
2616	0	
2617	0	
2618	0	
2619	0	
2620	0	
2621	0	
2622	0	
2623	0	
2624	0	
2625	0	
2626	0	
2627	0	
2628	0	
2629	0	
2630	0	
2631	0	
2632	0	
2633	0	
2634	0	
2635	0	
2636	0	
2637	0	
2638	0	
2639	0	
2640	0	
2641	0	
2642	0	
2643	0	
2644	0	
2645	0	
2646	0	
2647	0	
2648	0	
2649	0	
2650	0	
2651	0	
2652	0	
2653	0	
2654	0	
2655	0	
2656	0	
2657	0	
2658	0	
2659	0	
2660	0	
2661	0	
2662	0	
2663	0	
2664	0	
2665	0	
2666	0	
2667	0	
2668	0	
2669	0	
2670	0	
2671	0	
2672	0	
2673	0	
2674	0	
2675	0	
2676	0	
2677	0	
2678	0	
2679	0	
2680	0	
2681	0	
2682	0	
2683	0	
2684	0	
2685	0	
2686	0	
2687	0	
2688	0	
2689	0	
2690	0	
2691	0	
2692	0	
2693	0	
2694	0	
2695	0	
2696	0	
2697	0	
2698	0	
2699	0	
2700	0	
2701	0	
2702	0	
2703	0	
2704	0	
2705	0	
2706	0	
2707	0	
2708	0	
2709	0	
2710	0	
2711	0	
2712	0	
2713	0	
2714	0	
2715	0	
2716	0	
2717	0	
2718	0	
2719	0	
2720	0	
2721	0	
2722	0	
2723	0	
2724	0	
2725	0	
2726	0	
2727	0	
2728	0	
2729	0	
2730	0	
2731	0	
2732	0	
2733	0	
2734	0	
2735	0	
2736	0	
2737	0	
2738	0	
2739	0	
2740	0	
2741	0	
2742	0	
2743	0	
2744	0	
2745	0	
2746	0	
2747	0	
2748	0	
2749	0	
2750	0	
2751	0	
2752	0	
2753	0	
2754	0	
2755	0	
2756	0	
2757	0	
2758	0	
2759	0	
2760	0	
2761	0	
2762	0	
2763	0	
2764	0	
2765	0	
2766	0	
2767	0	
2768	0	
2769	0	
2770	0	
2771	0	
2772	0	
2773	0	
2774	0	
2775	0	
2776	0	
2777	0	
2778	0	
2779	0	
2780	0	
2781	0	
2782	0	
2783	0	
2784	0	
2785	0	
2786	0	
2787	0	
2788	0	
2789	0	
2790	0	
2791	0	
2792	0	
2793	0	
2794	0	
2795	0	
2796	0	
2797	0	
2798	0	
2799	0	
2800	0	
2801	0	
2802	0	
2803	0	
2804	0	
2805	0	
2806	0	
2807	0	
2808	0	
2809	0	
2810	0	
2811	0	
2812	0	
2813	0	
2814	0	
2815	0	
2816	0	
2817	0	
2818	0	
2819	0	
2820	0	
2821	0	
2822	0	
2823	0	
2824	0	
2825	0	
2826	0	
2827	0	
2828	0	
2829	0	
2830	0	
2831	0	
2832	0	
2833	0	
2834	0	
2835	0	
2836	0	
2837	0	
2838	0	
2839	0	
2840	0	
2841	0	
2842	0	
2843	0	
2844	0	
2845	0	
2846	0	
2847	0	
2848	0	
2849	0	
2850	0	
2851	0	
2852	0	
2853	0	
2854	0	
2855	0	
2856	0	
2857	0	
2858	0	
2859	0	
2860	0	
2861	0	
2862	0	
2863	0	
2864	0	
2865	0	
2866	0	
2867	0	
2868	0	
2869	0	
2870	0	
2871	0	
2872	0	
2873	0	
2874	0	
2875	2.500000e-005	
2876	1.250000e-004	
2877	7.500000e-005	
2878	1.000000e-004	
2879	7.500000e-005	
2880	1.500000e-004	
2881	1.750000e-004	
2882	2.500000e-004	
2883	2.000000e-004	
2884	2.000000e-004	
2885	2.000000e-004	
2886	2.000000e-004	
2887	2.250000e-004	
2888	1.250000e-004	
2889	1.500000e-004	
2890	2.000000e-004	
2891	2.000000e-004	
2892	2.500000e-004	
2893	2.000000e-004	
2894	1.500000e-004	
2895	2.250000e-004	
2896	2.250000e-004	
2897	4.000000e-004	
2898	2.750000e-004	
2899	3.500000e-004	
2900	3.750000e-004	
2901	4.750000e-004	
2902	2.500000e-004	
2903	2.250000e-004	
2904	2.000000e-004	
2905	2.000000e-004	
2906	2.000000e-004	
2907	1.750000e-004	
2908	1.750000e-004	
2909	2.500000e-004	
2910	1.750000e-004	
2911	2.000000e-004	
2912	3.250000e-004	
2913	2.500000e-004	
2914	2.750000e-004	
2915	1.500000e-004	
2916	2.000000e-004	
2917	2.250000e-004	
2918	3.250000e-004	
2919	4.500000e-004	
2920	5.000000e-004	
2921	6.500000e-004	
2922	5.500000e-004	
2923	6.250000e-004	
2924	4.500000e-004	
2925	5.000000e-004	
2926	4.500000e-004	
2927	5.750000e-004	
2928	3.750000e-004	
2929	5.500000e-004	
2930	5.750000e-004	
2931	6.250000e-004	
2932	7.250000e-004	
2933	7.500000e-004	
2934	8.250000e-004	
2935	6.500000e-004	
2936	6.000000e-004	
2937	8.250000e-004	
2938	9.750000e-004	
2939	1.050000e-003	
2940	1.100000e-003	
2941	1.050000e-003	
2942	1.175000e-003	
2943	1.225000e-003	
2944	1.275000e-003	
2945	1.100000e-003	
2946	1.125000e-003	
2947	1.025000e-003	
2948	1.325000e-003	
2949	1.650000e-003	
2950	1.475000e-003	
2951	1.400000e-003	
2952	1.425000e-003	
2953	1.500000e-003	
2954	1.500000e-003	
2955	1.525000e-003	
2956	1.300000e-003	
2957	1.675000e-003	
2958	2.375000e-003	
2959	2.875000e-003	
2960	2.375000e-003	
2961	2.050000e-003	
2962	2.025000e-003	
2963	2.000000e-003	
2964	2.275000e-003	
2965	2.525000e-003	
2966	2.275000e-003	
2967	2.350000e-003	
2968	2.500000e-003	
2969	2.425000e-003	
2970	2.225000e-003	
2971	2.100000e-003	
2972	2.050000e-003	
2973	2.200000e-003	
2974	2.450000e-003	
2975	2.575000e-003	
2976	2.900000e-003	
2977	2.625000e-003	
2978	2.800000e-003	
2979	2.900000e-003	
2980	3.300000e-003	
2981	3.500000e-003	
2982	4.050000e-003	
2983	4.350000e-003	
2984	4.550000e-003	
2985	4.275000e-003	
2986	4.325000e-003	
2987	4.000000e-003	
2988	3.625000e-003	
2989	3.525000e-003	
2990	3.475000e-003	
2991	3.425000e-003	
2992	4.150000e-003	
2993	3.900000e-003	
2994	3.775000e-003	
2995	4.000000e-003	
2996	4.225000e-003	
2997	4.450000e-003	
2998	4.300000e-003	
2999	4.275000e-003	
3000	4.475000e-003	
3001	4.675000e-003	
